crashID,dayType,timeOfDay
20173219,Weekend,Day
20176018,Weekend,Day
20172118,Weekend,Night
20171332,Weekend,Night
20173074,Weekday,Night
20171308,Weekday,Night
20173156,Weekday,Day
20171129,Weekday,Day
20172153,Weekday,Day
20173108,Weekday,Day
20171220,Weekday,Day
20173066,Weekday,Day
20174054,Weekday,Day
20171267,Weekday,Day
20172202,Weekday,Day
20171174,Weekday,Day
20173077,Weekday,Night
20172208,Weekday,Day
20173178,Weekday,Day
20173177,Weekday,Day
20176033,Weekday,Day
20172158,Weekday,Day
20171177,Weekday,Day
20174008,Weekday,Day
20173210,Weekday,Day
20171284,Weekday,Day
20173006,Weekday,Day
20171140,Weekday,Day
20171155,Weekday,Day
20171233,Weekday,Day
20171268,Weekday,Day
20173201,Weekday,Day
20171295,Weekday,Night
20171201,Weekday,Night
20171137,Weekday,Day
20178004,Weekday,Day
20174017,Weekday,Day
20173208,Weekday,Day
20173223,Weekday,Day
20171172,Weekday,Night
20172129,Weekday,Night
20175099,Weekday,Night
20173044,Weekday,Night
20175096,Weekday,Night
20172115,Weekday,Day
20173155,Weekday,Day
20172091,Weekday,Day
20172072,Weekday,Day
20172033,Weekday,Day
20172031,Weekday,Day
20175080,Weekday,Day
20175005,Weekday,Day
20172213,Weekday,Day
20172165,Weekend,Night
20172038,Weekend,Night
20172135,Weekend,Night
20175071,Weekday,Day
20173147,Weekday,Day
20171002,Weekday,Day
20174016,Weekday,Day
20173135,Weekday,Day
20172105,Weekday,Day
20175049,Weekday,Day
20175069,Weekday,Night
20171126,Weekday,Night
20172130,Weekday,Night
20177005,Weekend,Night
20171167,Weekend,Day
20175116,Weekend,Day
20171222,Weekend,Day
20171016,Weekend,Day
20171059,Weekend,Day
20172178,Weekend,Day
20171270,Weekend,Night
20175025,Weekend,Night
20171027,Weekend,Night
20175114,Weekend,Night
20175092,Weekend,Night
20175136,Weekend,Night
20173046,Weekend,Night
20173227,Weekend,Night
20171095,Weekend,Night
20175085,Weekend,Night
20177022,Weekend,Day
20172192,Weekend,Day
20171036,Weekend,Day
20173205,Weekend,Day
20173034,Weekend,Day
20171076,Weekend,Day
20172029,Weekend,Day
20172209,Weekend,Day
20176025,Weekend,Night
20172086,Weekday,Night
20172150,Weekday,Night
20171263,Weekday,Day
20171285,Weekday,Day
20175108,Weekday,Day
20171102,Weekday,Day
20177026,Weekday,Night
20171290,Weekday,Night
20173002,Weekday,Night
20175135,Weekday,Day
20172085,Weekday,Day
20172032,Weekday,Day
20171325,Weekday,Day
20171045,Weekday,Day
20172075,Weekday,Day
20171021,Weekday,Day
20175030,Weekday,Day
20174080,Weekday,Day
20174029,Weekday,Day
20172227,Weekday,Day
20172159,Weekday,Day
20172096,Weekday,Night
20171260,Weekday,Night
20171300,Weekday,Night
20173025,Weekday,Night
20174077,Weekday,Night
20174047,Weekday,Day
20171004,Weekday,Day
20171265,Weekday,Day
20171075,Weekday,Day
20171258,Weekday,Day
20171031,Weekday,Day
20173057,Weekday,Day
20171255,Weekday,Day
20172058,Weekday,Day
20174036,Weekday,Day
20171014,Weekday,Day
20172016,Weekday,Day
20171304,Weekday,Day
20172117,Weekday,Day
20174044,Weekday,Night
20175103,Weekday,Night
20172062,Weekday,Night
20172219,Weekday,Night
20171098,Weekday,Night
20178001,Weekday,Day
20172119,Weekday,Day
20171023,Weekday,Day
20172228,Weekday,Day
20171238,Weekday,Day
20175120,Weekday,Day
20173112,Weekday,Day
20175125,Weekday,Day
20172152,Weekday,Day
20173221,Weekday,Day
20171231,Weekday,Day
20172164,Weekday,Day
20172221,Weekday,Day
20174089,Weekend,Night
20177017,Weekend,Night
20173136,Weekend,Night
20171044,Weekend,Night
20173001,Weekday,Day
20173164,Weekday,Day
20175105,Weekday,Day
20171187,Weekday,Day
20171092,Weekday,Night
20173192,Weekday,Night
20172240,Weekday,Night
20173167,Weekend,Night
20174092,Weekend,Night
20173187,Weekend,Night
20172035,Weekend,Night
20174011,Weekend,Night
20172177,Weekend,Night
20173168,Weekend,Day
20171329,Weekend,Day
20172205,Weekend,Day
20171259,Weekend,Day
20176020,Weekend,Day
20171104,Weekend,Day
20171299,Weekend,Night
20172110,Weekend,Night
20172210,Weekend,Night
20173111,Weekend,Night
20171205,Weekend,Day
20171241,Weekend,Day
20175042,Weekend,Day
20173033,Weekend,Night
20175112,Weekday,Night
20172142,Weekday,Day
20171138,Weekday,Day
20173087,Weekday,Day
20176005,Weekday,Day
20172108,Weekday,Day
20171108,Weekday,Day
20174091,Weekday,Day
20175109,Weekday,Day
20172015,Weekday,Day
20173088,Weekday,Day
20171215,Weekday,Day
20171293,Weekday,Day
20175077,Weekday,Day
20174062,Weekday,Night
20175106,Weekday,Night
20177018,Weekday,Night
20172114,Weekday,Night
20176034,Weekday,Night
20171141,Weekday,Day
20175018,Weekday,Day
20172162,Weekday,Day
20172131,Weekday,Day
20171291,Weekday,Day
20174081,Weekday,Day
20172030,Weekday,Day
20175148,Weekday,Day
20175137,Weekday,Night
20174079,Weekday,Day
20171015,Weekday,Day
20173071,Weekday,Day
20175115,Weekday,Day
20171099,Weekday,Day
20171217,Weekday,Day
20171317,Weekday,Day
20175039,Weekday,Day
20171301,Weekday,Night
20171033,Weekday,Night
20174065,Weekday,Night
20171210,Weekday,Night
20173106,Weekday,Night
20172055,Weekday,Day
20171303,Weekday,Day
20175023,Weekday,Day
20171114,Weekday,Day
20175003,Weekday,Day
20174056,Weekday,Day
20175032,Weekday,Day
20172179,Weekday,Day
20171256,Weekday,Day
20173159,Weekend,Night
20173067,Weekend,Night
20172036,Weekend,Night
20173170,Weekend,Night
20172138,Weekend,Night
20172097,Weekday,Day
20172140,Weekday,Day
20173063,Weekday,Day
20172214,Weekday,Day
20178005,Weekday,Day
20176030,Weekday,Day
20171348,Weekday,Day
20172239,Weekday,Day
20174071,Weekday,Night
20177016,Weekend,Night
20173206,Weekend,Night
20171080,Weekend,Night
20173151,Weekend,Day
20172080,Weekend,Day
20175134,Weekend,Day
20175149,Weekend,Day
20173198,Weekend,Day
20171003,Weekend,Night
20177013,Weekend,Night
20173176,Weekend,Night
20173094,Weekend,Day
20171013,Weekend,Day
20172156,Weekend,Day
20171312,Weekend,Day
20173051,Weekend,Night
20174001,Weekend,Night
20172060,Weekday,Day
20172161,Weekday,Day
20171176,Weekday,Day
20172021,Weekday,Day
20173036,Weekday,Day
20171288,Weekday,Day
20171153,Weekday,Night
20171112,Weekday,Night
20171349,Weekday,Night
20172112,Weekday,Night
20173039,Weekday,Night
20171190,Weekday,Day
20172170,Weekday,Day
20173032,Weekday,Day
20173224,Weekday,Day
20171225,Weekday,Day
20174052,Weekday,Day
20172173,Weekday,Day
20173101,Weekday,Day
20173064,Weekday,Day
20171120,Weekday,Day
20172077,Weekday,Day
20172101,Weekday,Night
20171251,Weekday,Night
20174039,Weekday,Night
20172190,Weekday,Night
20171130,Weekday,Day
20171331,Weekday,Day
20174022,Weekday,Day
20176012,Weekday,Day
20172226,Weekday,Day
20172047,Weekday,Day
20175150,Weekday,Day
20171178,Weekend,Night
20173191,Weekend,Night
20173060,Weekend,Night
20176019,Weekend,Night
20171323,Weekend,Night
20173080,Weekend,Night
20173166,Weekend,Night
20171011,Weekend,Night
20175128,Weekend,Night
20171287,Weekend,Night
20173007,Weekend,Night
20172098,Weekday,Day
20171042,Weekday,Day
20175146,Weekday,Day
20171083,Weekday,Day
20171347,Weekday,Day
20171062,Weekday,Day
20171273,Weekday,Day
20172160,Weekday,Day
20173013,Weekday,Day
20173161,Weekday,Night
20171074,Weekday,Night
20175082,Weekday,Night
20172169,Weekend,Night
20175139,Weekend,Night
20173028,Weekend,Day
20171320,Weekend,Day
20173072,Weekend,Day
20171058,Weekend,Day
20173128,Weekend,Day
20172002,Weekend,Day
20171049,Weekend,Day
20173193,Weekend,Night
20172203,Weekend,Night
20173061,Weekend,Day
20175064,Weekend,Day
20175058,Weekend,Day
20172092,Weekend,Day
20172104,Weekend,Day
20175089,Weekend,Day
20171026,Weekend,Night
20171204,Weekend,Night
20173148,Weekday,Night
20171107,Weekday,Day
20173134,Weekday,Day
20172151,Weekday,Day
20171274,Weekday,Night
20173020,Weekday,Night
20174053,Weekday,Day
20173202,Weekday,Day
20173123,Weekday,Day
20173157,Weekday,Day
20175129,Weekday,Day
20171136,Weekday,Day
20171018,Weekday,Day
20175062,Weekday,Day
20172008,Weekday,Day
20173018,Weekday,Day
20172011,Weekday,Day
20171340,Weekday,Day
20171271,Weekday,Day
20175097,Weekday,Night
20173022,Weekday,Night
20177024,Weekday,Night
20172041,Weekday,Night
20175024,Weekday,Night
20171330,Weekday,Day
20171121,Weekday,Day
20177004,Weekday,Day
20175044,Weekday,Night
20172183,Weekday,Night
20173218,Weekday,Night
20174045,Weekday,Night
20171032,Weekday,Night
20161191,Weekday,Night
20165025,Weekday,Night
20167007,Weekday,Day
20164048,Weekday,Day
20161231,Weekday,Day
20165110,Weekday,Day
20165162,Weekend,Night
20161340,Weekday,Day
20165062,Weekday,Day
20165027,Weekday,Day
20161087,Weekend,Night
20161054,Weekend,Night
20165081,Weekend,Night
20164021,Weekend,Night
20165039,Weekend,Night
20161144,Weekend,Day
20164011,Weekend,Day
20161221,Weekend,Day
20161004,Weekend,Day
20165105,Weekend,Night
20166004,Weekend,Night
20167014,Weekend,Night
20161135,Weekend,Night
20161129,Weekend,Night
20165113,Weekend,Night
20166005,Weekend,Day
20161211,Weekend,Day
20161244,Weekend,Day
20161010,Weekend,Day
20161115,Weekend,Night
20161079,Weekday,Day
20161066,Weekday,Day
20167005,Weekday,Day
20161262,Weekday,Night
20164004,Weekday,Night
20161303,Weekday,Night
20165012,Weekday,Night
20161320,Weekday,Night
20161124,Weekday,Day
20164045,Weekday,Day
20161271,Weekday,Day
20161151,Weekday,Day
20164037,Weekday,Night
20165131,Weekday,Night
20161082,Weekday,Night
20167009,Weekday,Night
20161161,Weekday,Day
20165088,Weekday,Day
20165158,Weekday,Day
20161194,Weekday,Day
20165151,Weekday,Day
20161168,Weekday,Day
20161167,Weekday,Day
20165036,Weekday,Night
20166006,Weekday,Night
20165043,Weekday,Night
20165117,Weekday,Night
20165126,Weekday,Day
20167031,Weekday,Day
20161251,Weekday,Day
20167023,Weekend,Night
20161261,Weekday,Day
20161288,Weekday,Day
20161015,Weekday,Day
20161235,Weekday,Day
20164006,Weekday,Day
20161322,Weekday,Day
20161226,Weekday,Day
20165066,Weekday,Day
20161253,Weekday,Night
20164020,Weekend,Night
20161250,Weekend,Day
20161142,Weekend,Day
20167038,Weekend,Day
20167035,Weekend,Day
20165089,Weekend,Night
20165041,Weekend,Night
20165011,Weekend,Night
20165136,Weekend,Night
20166029,Weekend,Night
20161042,Weekend,Night
20164052,Weekend,Day
20164008,Weekend,Day
20161214,Weekend,Day
20168008,Weekend,Day
20165156,Weekend,Day
20161086,Weekend,Day
20165077,Weekend,Day
20161076,Weekend,Day
20161232,Weekend,Day
20165168,Weekend,Day
20165078,Weekend,Night
20165119,Weekday,Night
20165003,Weekday,Day
20164062,Weekday,Day
20161055,Weekday,Day
20161099,Weekday,Day
20161179,Weekday,Day
20165160,Weekday,Night
20161053,Weekday,Day
20161354,Weekday,Day
20161145,Weekday,Day
20161272,Weekday,Day
20161223,Weekday,Day
20161035,Weekday,Day
20164071,Weekday,Day
20161195,Weekday,Night
20164057,Weekday,Night
20164016,Weekday,Day
20165087,Weekday,Day
20166002,Weekday,Day
20161047,Weekday,Day
20161017,Weekday,Day
20167018,Weekday,Day
20167013,Weekend,Night
20167040,Weekend,Night
20166021,Weekend,Night
20161089,Weekend,Night
20161202,Weekday,Day
20161071,Weekday,Day
20164017,Weekday,Day
20164059,Weekday,Night
20165023,Weekend,Night
20161273,Weekend,Day
20165121,Weekend,Day
20165138,Weekend,Day
20166030,Weekend,Day
20161330,Weekend,Day
20164075,Weekend,Day
20167037,Weekend,Night
20164013,Weekend,Night
20167016,Weekend,Night
20161336,Weekend,Night
20165122,Weekend,Night
20165018,Weekend,Night
20165069,Weekend,Day
20161090,Weekend,Day
20161227,Weekend,Day
20161296,Weekend,Day
20164053,Weekend,Day
20165167,Weekend,Day
20168001,Weekend,Day
20161178,Weekend,Day
20161188,Weekend,Day
20165170,Weekend,Night
20161116,Weekday,Day
20165101,Weekday,Day
20161352,Weekday,Day
20161242,Weekday,Day
20161356,Weekday,Day
20168003,Weekday,Day
20165022,Weekday,Night
20161143,Weekday,Night
20167012,Weekday,Night
20164049,Weekday,Night
20161238,Weekday,Day
20164022,Weekday,Day
20161277,Weekday,Day
20161110,Weekday,Day
20161209,Weekday,Day
20165071,Weekday,Night
20161329,Weekday,Night
20165038,Weekday,Night
20161081,Weekday,Night
20164065,Weekday,Day
20165128,Weekday,Day
20165086,Weekday,Day
20166008,Weekday,Day
20161346,Weekday,Day
20161051,Weekday,Day
20165097,Weekday,Night
20161153,Weekday,Night
20164023,Weekday,Night
20161308,Weekday,Night
20161020,Weekday,Night
20161092,Weekday,Day
20168009,Weekday,Day
20164031,Weekday,Day
20161323,Weekday,Day
20161171,Weekday,Day
20164034,Weekday,Day
20161100,Weekday,Day
20161138,Weekday,Day
20165109,Weekday,Day
20161247,Weekday,Day
20161207,Weekend,Night
20165149,Weekend,Night
20168011,Weekend,Night
20161279,Weekday,Day
20161181,Weekday,Day
20161003,Weekday,Day
20161014,Weekday,Day
20161170,Weekday,Day
20161173,Weekday,Day
20165053,Weekday,Day
20166016,Weekday,Night
20161292,Weekday,Night
20161230,Weekday,Night
20161026,Weekend,Day
20161278,Weekend,Day
20165085,Weekend,Day
20161215,Weekend,Day
20161343,Weekend,Day
20165007,Weekend,Night
20161245,Weekend,Night
20164035,Weekend,Night
20161335,Weekend,Night
20166012,Weekend,Day
20161198,Weekend,Day
20166019,Weekend,Day
20164056,Weekend,Day
20164060,Weekend,Night
20161169,Weekday,Day
20165146,Weekday,Day
20166025,Weekday,Night
20164063,Weekday,Night
20161218,Weekday,Day
20161339,Weekday,Day
20165165,Weekday,Night
20165102,Weekday,Night
20161203,Weekday,Night
20165157,Weekday,Night
20161149,Weekday,Night
20161302,Weekday,Day
20164039,Weekday,Day
20165010,Weekday,Day
20161112,Weekday,Night
20161056,Weekday,Night
20161291,Weekday,Night
20161029,Weekday,Night
20165024,Weekday,Day
20161338,Weekday,Day
20161300,Weekday,Day
20161219,Weekend,Night
20161061,Weekend,Night
20161031,Weekend,Night
20161206,Weekend,Night
20164041,Weekday,Day
20161057,Weekday,Day
20165067,Weekday,Day
20164054,Weekday,Day
20161328,Weekday,Day
20161028,Weekday,Night
20165133,Weekend,Day
20161353,Weekend,Day
20167022,Weekend,Day
20161349,Weekend,Night
20167024,Weekend,Night
20161246,Weekend,Night
20161108,Weekend,Night
20161176,Weekend,Night
20165050,Weekend,Night
20161289,Weekend,Night
20161080,Weekend,Night
20164047,Weekend,Day
20161184,Weekend,Day
20161268,Weekend,Day
20161314,Weekend,Day
20161248,Weekend,Day
20161091,Weekend,Day
20165095,Weekend,Day
20165009,Weekend,Day
20161088,Weekend,Night
20165103,Weekend,Night
20161234,Weekday,Day
20161205,Weekday,Day
20165140,Weekday,Day
20164066,Weekday,Day
20167011,Weekday,Night
20165068,Weekday,Night
20161317,Weekday,Night
20164005,Weekday,Night
20161225,Weekday,Night
20165123,Weekday,Day
20161052,Weekday,Night
20161033,Weekday,Day
20161019,Weekday,Day
20165028,Weekday,Day
20167001,Weekday,Day
20161156,Weekday,Day
20167033,Weekday,Day
20161193,Weekday,Day
20164015,Weekday,Night
20165099,Weekday,Night
20165058,Weekday,Night
20161059,Weekday,Night
20161147,Weekday,Night
20161204,Weekday,Day
20164067,Weekday,Day
20165017,Weekday,Day
20164026,Weekday,Day
20165031,Weekday,Day
20161286,Weekday,Day
20166023,Weekend,Night
20165143,Weekend,Night
20165037,Weekend,Night
20161075,Weekend,Night
20165106,Weekend,Night
20161216,Weekend,Night
20165150,Weekend,Night
20166001,Weekend,Night
20167025,Weekend,Night
20161152,Weekend,Night
20161063,Weekend,Night
20168006,Weekend,Night
20165073,Weekend,Day
20161041,Weekend,Day
20164033,Weekend,Day
20161109,Weekend,Day
20161197,Weekend,Day
20161192,Weekend,Day
20161130,Weekend,Night
20165094,Weekend,Night
20165046,Weekend,Night
20161131,Weekend,Night
20164042,Weekend,Day
20161280,Weekend,Day
20161350,Weekend,Day
20165054,Weekend,Day
20161034,Weekend,Day
20165152,Weekend,Night
20161096,Weekend,Night
20161128,Weekend,Night
20165055,Weekend,Night
20161275,Weekend,Night
20161102,Weekday,Night
20161119,Weekday,Night
20161290,Weekday,Day
20161162,Weekday,Day
20165084,Weekday,Day
20165090,Weekday,Day
20167028,Weekday,Night
20167015,Weekday,Night
20161307,Weekday,Day
20161344,Weekday,Day
20165083,Weekday,Day
20165144,Weekday,Night
20161304,Weekday,Night
20165005,Weekday,Day
20168005,Weekday,Day
20165056,Weekday,Night
20161293,Weekday,Night
20161228,Weekday,Day
20161243,Weekday,Day
20161284,Weekday,Day
20161326,Weekday,Day
20164003,Weekend,Night
20165001,Weekend,Night
20161239,Weekend,Night
20165029,Weekday,Night
20161039,Weekend,Night
20161113,Weekend,Night
20161258,Weekend,Day
20161185,Weekend,Day
20161122,Weekend,Day
20164051,Weekend,Night
20161007,Weekend,Night
20161146,Weekend,Night
20161240,Weekend,Night
20164012,Weekend,Night
20161024,Weekend,Day
20161269,Weekend,Day
20161157,Weekend,Day
20164025,Weekend,Night
20161067,Weekend,Night
20161095,Weekend,Night
20165064,Weekday,Night
20161044,Weekday,Night
20161137,Weekday,Day
20165048,Weekday,Day
20165051,Weekday,Day
20161101,Weekday,Day
20165120,Weekday,Day
20161064,Weekday,Day
20161172,Weekday,Day
20167020,Weekday,Night
20161325,Weekday,Night
20161005,Weekday,Day
20165042,Weekday,Day
20164074,Weekday,Day
20161148,Weekday,Day
20161140,Weekday,Day
20164014,Weekday,Day
20166009,Weekday,Day
20164007,Weekday,Night
20165166,Weekday,Night
20161166,Weekday,Day
20161123,Weekday,Day
20161186,Weekday,Night
20161217,Weekday,Night
20161265,Weekday,Day
20165061,Weekday,Day
20161155,Weekday,Day
20161210,Weekday,Day
20167019,Weekend,Night
20165013,Weekend,Night
20161254,Weekend,Night
20161032,Weekend,Night
20161310,Weekend,Night
20161196,Weekday,Day
20161001,Weekday,Day
20166024,Weekday,Day
20164046,Weekday,Day
20161097,Weekday,Night
20164001,Weekday,Night
20164064,Weekday,Night
20161038,Weekend,Night
20161183,Weekend,Day
20168007,Weekend,Day
20165035,Weekend,Day
20165163,Weekend,Day
20161319,Weekend,Night
20161180,Weekend,Night
20161011,Weekend,Night
20161224,Weekend,Night
20161276,Weekend,Day
20161301,Weekend,Day
20167039,Weekend,Day
20161118,Weekend,Day
20164030,Weekend,Day
20161021,Weekend,Day
20167002,Weekend,Day
20165164,Weekend,Day
20161318,Weekend,Night
20165145,Weekend,Night
20165002,Weekday,Night
20164050,Weekday,Day
20165063,Weekday,Day
20161062,Weekday,Day
20161060,Weekday,Day
20161134,Weekday,Night
20161002,Weekday,Night
20166003,Weekday,Night
20161334,Weekday,Night
20161065,Weekday,Day
20165112,Weekday,Day
20161049,Weekday,Day
20161299,Weekday,Day
20165139,Weekday,Night
20164069,Weekday,Day
20164072,Weekday,Day
20161133,Weekday,Day
20168010,Weekday,Day
20165100,Weekday,Night
20161342,Weekday,Day
20165141,Weekday,Day
20161069,Weekday,Day
20165091,Weekday,Day
20164061,Weekend,Night
20161309,Weekend,Night
20166007,Weekend,Night
20161009,Weekend,Night
20161199,Weekend,Night
20166022,Weekend,Night
20161027,Weekday,Day
20161295,Weekday,Day
20161093,Weekday,Day
20165047,Weekday,Night
20164076,Weekday,Night
20161016,Weekday,Night
20161341,Weekend,Night
20161098,Weekend,Night
20167021,Weekend,Night
20161331,Weekend,Night
20161068,Weekend,Night
20161048,Weekend,Day
20161256,Weekend,Day
20161263,Weekend,Day
20161294,Weekend,Night
20161175,Weekend,Night
20161315,Weekend,Day
20161107,Weekend,Day
20164068,Weekend,Day
20165135,Weekend,Day
20165129,Weekend,Day
20161187,Weekend,Day
20161040,Weekend,Day
20161174,Weekend,Day
20161333,Weekend,Day
20161103,Weekend,Day
20161150,Weekday,Night
20161139,Weekday,Night
20166033,Weekday,Day
20161120,Weekday,Day
20166031,Weekday,Day
20166015,Weekday,Day
20161189,Weekday,Day
20166026,Weekday,Day
20167030,Weekday,Night
20161298,Weekday,Night
20161006,Weekday,Day
20164002,Weekday,Day
20161182,Weekday,Day
20164032,Weekday,Day
20164036,Weekday,Day
20167026,Weekday,Day
20161332,Weekday,Day
20161083,Weekday,Day
20161287,Weekday,Day
20161321,Weekday,Day
20161237,Weekday,Day
20161073,Weekday,Night
20161126,Weekday,Day
20167003,Weekday,Day
20165006,Weekday,Day
20161154,Weekday,Day
20164058,Weekday,Night
20161260,Weekday,Day
20161327,Weekday,Day
20165021,Weekday,Day
20161337,Weekday,Day
20161127,Weekday,Day
20161313,Weekday,Day
20167004,Weekend,Night
20165116,Weekday,Day
20165142,Weekday,Day
20161348,Weekday,Day
20161274,Weekday,Day
20161220,Weekday,Day
20164055,Weekday,Day
20165161,Weekday,Day
20161345,Weekday,Day
20161306,Weekend,Night
20167029,Weekend,Night
20164009,Weekend,Day
20164019,Weekend,Day
20161105,Weekend,Day
20165153,Weekend,Day
20166010,Weekend,Day
20165137,Weekend,Day
20161104,Weekend,Day
20161078,Weekend,Night
20164040,Weekend,Night
20165059,Weekend,Night
20161241,Weekend,Night
20161008,Weekend,Night
20165020,Weekend,Day
20161311,Weekend,Day
20165015,Weekend,Day
20166018,Weekend,Day
20166014,Weekend,Day
20161036,Weekend,Day
20161165,Weekend,Night
20165044,Weekend,Night
20161282,Weekday,Night
20165093,Weekday,Day
20161201,Weekday,Day
20164024,Weekday,Day
20161022,Weekday,Day
20166017,Weekday,Night
20161259,Weekday,Day
20164027,Weekday,Day
20161347,Weekday,Day
20165019,Weekday,Day
20165155,Weekday,Day
20161030,Weekday,Day
20161158,Weekday,Day
20161114,Weekday,Day
20165075,Weekday,Night
20161355,Weekday,Night
20161121,Weekday,Night
20161012,Weekday,Day
20167006,Weekday,Day
20161266,Weekday,Day
20168002,Weekday,Day
20161316,Weekday,Night
20165148,Weekday,Night
20161281,Weekday,Day
20161045,Weekday,Day
20161200,Weekday,Day
20161270,Weekend,Night
20165169,Weekend,Night
20161297,Weekday,Day
20161213,Weekday,Day
20161285,Weekend,Night
20161255,Weekend,Night
20161324,Weekend,Night
20164038,Weekend,Day
20161094,Weekend,Day
20161305,Weekend,Day
20161351,Weekend,Day
20165026,Weekend,Day
20161252,Weekend,Day
20161141,Weekend,Day
20161236,Weekend,Night
20165147,Weekend,Night
20161264,Weekend,Day
20161164,Weekend,Day
20165098,Weekend,Day
20161070,Weekend,Day
20161043,Weekend,Day
20161257,Weekend,Day
20161117,Weekend,Night
20167010,Weekday,Night
20164018,Weekday,Day
20161023,Weekday,Day
20161084,Weekday,Day
20167027,Weekday,Day
20161025,Weekday,Night
20165070,Weekday,Day
20165004,Weekday,Night
20164028,Weekday,Night
20161085,Weekday,Night
20165016,Weekday,Day
20161249,Weekday,Day
20161136,Weekday,Day
20161013,Weekday,Day
20161077,Weekday,Day
20164029,Weekday,Day
20167034,Weekday,Night
20165057,Weekday,Night
20164044,Weekday,Night
20166013,Weekday,Night
20165030,Weekday,Night
20161177,Weekday,Day
20165079,Weekday,Day
20166032,Weekday,Day
20161159,Weekday,Day
20165154,Weekday,Day
20161111,Weekend,Night
20161050,Weekend,Night
20165127,Weekend,Night
20164043,Weekday,Day
20161222,Weekday,Day
20161018,Weekday,Day
20166027,Weekday,Day
20161267,Weekday,Day
20165114,Weekday,Day
20165082,Weekday,Day
20167017,Weekday,Day
20161037,Weekday,Night
20161160,Weekday,Night
20161163,Weekday,Night
20161106,Weekend,Night
20161212,Weekend,Night
20165060,Weekend,Night
20161233,Weekend,Night
20164073,Weekend,Day
20161074,Weekend,Day
20161190,Weekend,Day
20165076,Weekend,Day
20165159,Weekend,Day
20161058,Weekend,Day
20166020,Weekend,Night
20164010,Weekend,Night
20165092,Weekend,Day
20166028,Weekend,Day
20165014,Weekend,Night
20161312,Weekday,Day
20161046,Weekday,Day
20166011,Weekday,Day
20165118,Weekday,Day
20165065,Weekday,Night
20161208,Weekday,Night
20167036,Weekday,Night
20161125,Weekday,Night
20161283,Weekday,Day
20161229,Weekday,Day
20164070,Weekday,Night
20161072,Weekday,Night
20165096,Weekday,Day
20161132,Weekday,Day
20167032,Weekday,Day
20157024,Weekday,Night
20155018,Weekday,Night
20157016,Weekday,Night
20158007,Weekday,Day
20151041,Weekday,Day
20154091,Weekday,Day
20151162,Weekday,Day
20155139,Weekday,Day
201550039,Weekday,Day
20151205,Weekend,Night
20154085,Weekend,Night
20152148,Weekday,Day
20158009,Weekday,Day
20151103,Weekday,Day
20152011,Weekday,Night
20151120,Weekday,Night
20151292,Weekend,Night
20157019,Weekend,Night
20151051,Weekend,Day
20151316,Weekend,Day
20152225,Weekend,Day
20151094,Weekend,Day
20155021,Weekend,Day
20152185,Weekend,Day
20151192,Weekend,Night
20155081,Weekend,Night
20152191,Weekend,Night
20155009,Weekend,Night
20151141,Weekend,Night
20155035,Weekend,Day
20151282,Weekend,Day
20151154,Weekend,Day
20152220,Weekend,Day
20152090,Weekend,Day
20152104,Weekend,Day
20155103,Weekend,Night
20151008,Weekend,Night
20152088,Weekday,Night
20158013,Weekday,Day
20151021,Weekday,Day
20152139,Weekday,Night
20154012,Weekday,Night
20151216,Weekday,Night
20152023,Weekday,Night
20151002,Weekday,Night
20157011,Weekday,Night
20152096,Weekday,Night
20152163,Weekday,Day
20155116,Weekday,Day
20151028,Weekday,Day
20151017,Weekday,Day
20151054,Weekday,Night
20152105,Weekday,Night
20155034,Weekday,Night
20151033,Weekday,Night
20155102,Weekday,Day
20151104,Weekday,Day
20157017,Weekday,Day
20154013,Weekday,Day
20154073,Weekday,Day
20151254,Weekday,Day
20156008,Weekday,Day
20155080,Weekday,Day
20151039,Weekday,Day
20155011,Weekday,Day
20151199,Weekday,Day
20152146,Weekday,Day
20152022,Weekday,Day
20156025,Weekday,Night
20151145,Weekday,Night
20151241,Weekday,Night
20155044,Weekday,Night
20154019,Weekday,Day
20151224,Weekday,Day
20154054,Weekday,Day
20151097,Weekday,Day
20152061,Weekday,Day
20151013,Weekday,Day
20151275,Weekday,Day
20152168,Weekday,Day
20155058,Weekend,Night
20151004,Weekend,Night
20154020,Weekend,Night
20151206,Weekend,Night
20154096,Weekend,Night
20155004,Weekend,Night
20152172,Weekend,Night
20152080,Weekday,Day
20152044,Weekday,Day
20152095,Weekday,Day
20155121,Weekday,Day
20155063,Weekday,Day
20155024,Weekday,Day
20151197,Weekday,Day
20154040,Weekday,Day
20151010,Weekday,Day
20151044,Weekday,Day
20151304,Weekday,Day
20152136,Weekday,Night
20152230,Weekday,Night
20151185,Weekend,Night
20151066,Weekend,Night
20155112,Weekend,Day
20155006,Weekend,Day
20154084,Weekend,Day
20152194,Weekend,Day
20158008,Weekend,Day
20152210,Weekend,Day
20152101,Weekend,Night
20152091,Weekend,Night
20151226,Weekend,Night
20151272,Weekend,Night
20152112,Weekend,Day
20154081,Weekend,Day
20154007,Weekend,Day
20152202,Weekend,Day
20155071,Weekend,Day
20151136,Weekend,Day
20155140,Weekday,Night
20151252,Weekday,Day
20151123,Weekday,Day
20157005,Weekday,Day
20151179,Weekday,Day
20151011,Weekday,Day
20156021,Weekday,Day
20152052,Weekday,Night
20151311,Weekday,Night
20151220,Weekday,Night
20151223,Weekday,Night
20151191,Weekday,Day
20151258,Weekday,Day
20152012,Weekday,Day
20151172,Weekday,Day
